Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2023-12-31,53158603,53158608,Federal Unemployment Taxes,41588886.10,-2564118.64,44153004.74,699257215.97,2237733.71,697019482.26,860355740.99,18637679.99,841718061.00,4,33,33,254,D,RSG,3,3.2.2,2024,1,2023,4,12,31
2023-12-31,53158603,53158639,Railroad Unemployment Taxes,103409.73,null,103409.73,70661817.52,null,70661817.52,94096279.96,null,94096279.96,4,34,34,255,D,RSG,3,3.2.3,2024,1,2023,4,12,31
2023-12-31,53158603,53158664,Total -- Unemployment Insurance,368003785.17,-2564118.64,370567903.81,6545170129.38,2237733.71,6542932395.67,7296155838.03,18637679.99,7277518158.04,4,35,35,269,T,RSG,3,3.2.4,2024,1,2023,4,12,31
2023-12-31,53158523,53158666,Other Retirement:,null,null,null,null,null,null,null,null,null,4,36,36,270,S,RSG,2,3.3,2024,1,2023,4,12,31
2023-12-31,53158666,53158668,Federal Employees' Retirement--Employee Share,578819266.27,null,578819266.27,1827748279.89,null,1827748279.89,1601333328.82,null,1601333328.82,4,37,37,279,D,RSG,3,3.3.1,2024,1,2023,4,12,31
2023-12-31,53158666,53158670,Non-Federal Employees Retirement,1522406.14,null,1522406.14,3465917.61,null,3465917.61,4703615.86,null,4703615.86,4,38,38,284,D,RSG,3,3.3.2,2024,1,2023,4,12,31
2023-12-31,53158666,53158672,Total -- Other Retirement,580341672.41,null,580341672.41,1831214197.50,null,1831214197.50,1606036944.68,null,1606036944.68,4,39,39,285,T,RSG,3,3.3.3,2024,1,2023,4,12,31
2023-12-31,53158523,53158674,Total -- Social Insurance and Retirement Receipts,140934958546.47,2267172.72,140932691373.75,377197131339.44,7258738.88,377189872600.56,356102534415.19,3551750.47,356098982664.72,4,40,40,286,T,RSG,2,3.4,2024,1,2023,4,12,31
2023-12-31,null,53158677,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,41,41,300,S,RSG,1,4,2024,1,2023,4,12,31
2023-12-31,53158677,53158682,Miscellaneous Excise Taxes,2154965016.85,468454902.67,1686510114.18,10266297033.53,1254132321.73,9012164711.80,9301739196.20,794615386.01,8507123810.19,4,42,42,305,D,RSG,2,4.1,2024,1,2023,4,12,31
2023-12-31,53158677,53158686,Airport and Airway Trust Fund,1726043000.00,null,1726043000.00,4123297000.00,null,4123297000.00,5936109629.36,null,5936109629.36,4,43,43,308,D,RSG,2,4.2,2024,1,2023,4,12,31
2023-12-31,53158677,53158692,Highway Trust Fund,3563880435.25,29547000.00,3534333435.25,8802703652.15,73866000.00,8728837652.15,6549772397.97,74181000.00,6475591397.97,4,44,44,310,D,RSG,2,4.3,2024,1,2023,4,12,31
2023-12-31,53158677,53158695,Black Lung Disability Trust Fund,25100000.00,null,25100000.00,61471000.00,null,61471000.00,42280875.00,null,42280875.00,4,45,45,313,D,RSG,2,4.4,2024,1,2023,4,12,31
2023-12-31,53158677,53158699,Total -- Excise Taxes,7469988452.10,498001902.67,6971986549.43,23253768685.68,1327998321.73,21925770363.95,21829902098.53,868796386.01,20961105712.52,4,46,46,314,T,RSG,2,4.5,2024,1,2023,4,12,31
2023-12-31,null,53158700,Estate and Gift Taxes,1765020971.29,110528607.34,1654492363.95,8718295253.96,282460897.11,8435834356.85,7488555161.42,453952052.43,7034603108.99,4,47,47,350,D,RSG,1,5,2024,1,2023,4,12,31
2023-12-31,null,53158703,Customs Duties,6394507574.14,650054719.16,5744452854.98,20403760790.32,1460364252.26,18943396538.06,23759823392.30,1872714151.38,21887109240.92,4,48,48,405,D,RSG,1,6,2024,1,2023,4,12,31
2023-12-31,null,53158706,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,49,49,800,S,RSG,1,7,2024,1,2023,4,12,31
2023-12-31,53158706,53158709,Deposit of Earnings, Federal Reserve System,130461758.47,null,130461758.47,543154614.43,null,543154614.43,453379677.31,null,453379677.31,4,50,50,805,D,RSG,2,7.1,2024,1,2023,4,12,31
2023-12-31,53158706,53158713,Universal Service Fund,702498584.53,null,702498584.53,2056015287.16,null,2056015287.16,1890405762.43,null,1890405762.43,4,51,51,807,D,RSG,2,7.2,2024,1,2023,4,12,31
2023-12-31,53158706,53158715,All Other,1042050607.71,1020003.53,1041030604.18,3542822181.09,5993692.36,3536828488.73,7250561977.59,2115477.61,7248446499.98,4,52,52,810,D,RSG,2,7.3,2024,1,2023,4,12,31
2023-12-31,53158706,53158717,Total -- Miscellaneous Receipts,1875010950.71,1020003.53,1873990947.18,6141992082.68,5993692.36,6135998390.32,9594347417.33,2115477.61,9592231939.72,4,53,53,820,T,RSG,2,7.4,2024,1,2023,4,12,31
2023-12-31,null,53158721,Total -- Receipts,438320007066.29,9009352500.21,429310654566.08,1165859294736.72,58285063469.69,1107574231267.03,1090725658989.33,65172398488.32,1025553260501.01,4,54,54,830,T,SL,1,8,2024,1,2023,4,12,31
2023-12-31,53158721,53158757,Total -- On-Budget,336116709315.91,9009352500.21,327107356815.70,894232996986.34,58285063469.69,835947933516.65,836407455034.44,65172398488.32,771235056546.12,4,55,55,840,T,SL,2,8.1,2024,1,2023,4,12,31
2023-12-31,53158721,53158762,Total -- Off-Budget,102203297750.38,null,102203297750.38,271626297750.38,null,271626297750.38,254318203954.89,null,254318203954.89,4,56,56,850,T,SL,2,8.2,2024,1,2023,4,12,31
2023-11-30,null,53063492,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2024,1,2023,4,11,30
2023-11-30,53063492,53063493,Withheld,129625085895.09,null,null,280905807736.50,null,null,261784934229.56,null,null,4,2,2,102,D,SRS,2,1.1,2024,1,2023,4,11,30
2023-11-30,53063492,53063494,Presidential Election Campaign Fund,327027.00,null,null,1620891.00,null,null,2232010.00,null,null,4,3,3,105,D,SRS,2,1.2,2024,1,2023,4,11,30
2023-11-30,53063492,53063495,Other,21008597841.99,null,null,106112863438.83,null,null,64105276630.08,null,null,4,4,4,110,D,SRS,2,1.3,2024,1,2023,4,11,30
2023-11-30,53063492,53063496,Total -- Individual Income Taxes,150634010764.08,23741404771.15,126892605992.93,387020292066.33,40219196028.43,346801096037.90,325892442869.64,36842415541.96,289050027327.68,4,5,5,120,T,RSG,2,1.4,2024,1,2023,4,11,30
2023-11-30,null,53063497,Corporation Income Taxes,11904474805.19,4103296527.83,7801178277.36,63243533946.73,7234311444.13,56009222502.60,26943265009.56,9370452810.98,17572812198.58,4,6,6,130,D,RSG,1,2,2024,1,2023,4,11,30
2023-11-30,null,53063499,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2024,1,2023,4,11,30
2023-11-30,53063499,53063500,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2024,1,2023,4,11,30
2023-11-30,53063500,53063501,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2024,1,2023,4,11,30
2023-11-30,53063501,53063502,Federal Insurance Contributions Act Taxes,74915000000.00,null,74915000000.00,144311000000.00,null,144311000000.00,134169000000.00,null,134169000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2024,1,2023,4,11,30
2023-11-30,53063501,53063503,Self-Employment Contributions Act Taxes,172000000.00,null,172000000.00,519000000.00,null,519000000.00,477000000.00,null,477000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2024,1,2023,4,11,30
2023-11-30,53063501,53063508,Total -- Federal Old-Age and Survivors Insurance Trust Fund,75087000000.00,null,75087000000.00,144830000000.00,null,144830000000.00,134646000000.00,null,134646000000.00,4,12,12,210,T,RSG,4,3.1.1.3,2024,1,2023,4,11,30
2023-11-30,53063500,53063509,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,13,13,211,S,RSG,3,3.1.2,2024,1,2023,4,11,30
2023-11-30,53063509,53063511,Federal Insurance Contributions Act Taxes,12721000000.00,null,12721000000.00,24505000000.00,null,24505000000.00,22784000000.00,null,22784000000.00,4,14,14,212,D,SRS,4,3.1.2.1,2024,1,2023,4,11,30
2023-11-30,53063509,53063513,Self-Employment Contributions Act Taxes,29000000.00,null,29000000.00,88000000.00,null,88000000.00,81000000.00,null,81000000.00,4,15,15,214,D,SRS,4,3.1.2.2,2024,1,2023,4,11,30
2023-11-30,53063509,53063527,Total -- Federal Disability Insurance Trust Fund,12750000000.00,null,12750000000.00,24593000000.00,null,24593000000.00,22865000000.00,null,22865000000.00,4,16,16,220,T,RSG,4,3.1.2.3,2024,1,2023,4,11,30
2023-11-30,53063500,53063530,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,17,17,221,S,RSG,3,3.1.3,2024,1,2023,4,11,30
2023-11-30,53063530,53063533,Federal Insurance Contributions Act Taxes,30308000000.00,null,30308000000.00,58184000000.00,null,58184000000.00,56847000000.00,null,56847000000.00,4,18,18,222,D,SRS,4,3.1.3.1,2024,1,2023,4,11,30
2023-11-30,53063530,53063538,Self-Employment Contributions Act Taxes,80000000.00,null,80000000.00,241000000.00,null,241000000.00,214000000.00,null,214000000.00,4,19,19,224,D,SRS,4,3.1.3.2,2024,1,2023,4,11,30
2023-11-30,53063530,53063560,Total -- Federal Hospital Insurance Trust Fund,30388000000.00,null,30388000000.00,58425000000.00,null,58425000000.00,57061000000.00,null,57061000000.00,4,20,20,229,T,RSG,4,3.1.3.3,2024,1,2023,4,11,30
2023-11-30,53063500,53063564,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,21,21,230,S,RSG,3,3.1.4,2024,1,2023,4,11,30
2023-11-30,53063564,53063569,Rail Pension and Supplemental Annuity,229704811.10,6969.58,229697841.52,499481283.49,91872.70,499389410.79,427380268.27,385177.96,426995090.31,4,22,22,235,D,RSG,4,3.1.4.1,2024,1,2023,4,11,30
2023-11-30,53063564,53063573,Social Security Equivalent Account,224770091.79,7422.36,224762669.43,486652640.18,97841.11,486554799.07,532021831.51,621849.55,531399981.96,4,23,23,240,D,RSG,4,3.1.4.2,2024,1,2023,4,11,30
2023-11-30,53063500,53063577,Total -- Employment and General Retirement,118679474902.89,14391.94,118679460510.95,228834133923.67,189713.81,228833944209.86,215531402099.78,1007027.51,215530395072.27,4,24,24,241,T,RSG,3,3.1.5,2024,1,2023,4,11,30
2023-11-30,53063499,53063583,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,25,25,250,S,RSG,2,3.2,2024,1,2023,4,11,30
2023-11-30,53063583,53063588,Deposits by States,2732358279.55,null,2732358279.55,5448939606.55,null,5448939606.55,5870561130.76,null,5870561130.76,4,26,26,251,D,RSG,3,3.2.1,2024,1,2023,4,11,30
2023-11-30,53063583,53063591,Federal Unemployment Taxes,33027329.38,4801852.35,28225477.03,657668329.87,4801852.35,652866477.52,792060880.67,8774159.62,783286721.05,4,27,27,254,D,RSG,3,3.2.2,2024,1,2023,4,11,30
2023-11-30,53063583,53063595,Railroad Unemployment Taxes,925631.61,null,925631.61,70558407.79,null,70558407.79,93974815.51,null,93974815.51,4,28,28,255,D,RSG,3,3.2.3,2024,1,2023,4,11,30
2023-11-30,53063583,53063600,Total -- Unemployment Insurance,2766311240.54,4801852.35,2761509388.19,6177166344.21,4801852.35,6172364491.86,6756596826.94,8774159.62,6747822667.32,4,29,29,269,T,RSG,3,3.2.4,2024,1,2023,4,11,30
2023-11-30,53063499,53063604,Other Retirement:,null,null,null,null,null,null,null,null,null,4,30,30,270,S,RSG,2,3.3,2024,1,2023,4,11,30
2023-11-30,53063604,53063606,Federal Employees' Retirement--Employee Share,605078399.88,null,605078399.88,1248929013.62,null,1248929013.62,1069998077.56,null,1069998077.56,4,31,31,279,D,RSG,3,3.3.1,2024,1,2023,4,11,30
2023-11-30,53063604,53063610,Non-Federal Employees Retirement,895356.22,null,895356.22,1943511.47,null,1943511.47,1820397.87,null,1820397.87,4,32,32,284,D,RSG,3,3.3.2,2024,1,2023,4,11,30
2023-11-30,53063604,53063614,Total -- Other Retirement,605973756.10,null,605973756.10,1250872525.09,null,1250872525.09,1071818475.43,null,1071818475.43,4,33,33,285,T,RSG,3,3.3.3,2024,1,2023,4,11,30
2023-11-30,53063499,53063616,Total -- Social Insurance and Retirement Receipts,122051759899.53,4816244.29,122046943655.24,236262172792.97,4991566.16,236257181226.81,223359817402.15,9781187.13,223350036215.02,4,34,34,286,T,RSG,2,3.4,2024,1,2023,4,11,30
2023-11-30,null,53063619,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,35,35,300,S,RSG,1,4,2024,1,2023,4,11,30
2023-11-30,53063619,53063622,Miscellaneous Excise Taxes,1854725728.95,340382684.22,1514343044.73,8111332016.68,785677419.06,7325654597.62,7375664514.84,531940978.62,6843723536.22,4,36,36,305,D,RSG,2,4.1,2024,1,2023,4,11,30
2023-11-30,53063619,53063624,Airport and Airway Trust Fund,2015389000.00,null,2015389000.00,2397254000.00,null,2397254000.00,1581454000.00,null,1581454000.00,4,37,37,308,D,RSG,2,4.2,2024,1,2023,4,11,30
2023-11-30,53063619,53063627,Highway Trust Fund,4161371483.52,29546000.00,4131825483.52,5238823216.90,44319000.00,5194504216.90,5442684804.55,44508000.00,5398176804.55,4,38,38,310,D,RSG,2,4.3,2024,1,2023,4,11,30
2023-11-30,53063619,53063630,Black Lung Disability Trust Fund,29309000.00,null,29309000.00,36371000.00,null,36371000.00,31975000.00,null,31975000.00,4,39,39,313,D,RSG,2,4.4,2024,1,2023,4,11,30
2023-11-30,53063619,53063633,Total -- Excise Taxes,8060795212.47,369928684.22,7690866528.25,15783780233.58,829996419.06,14953783814.52,14431778319.39,576448978.62,13855329340.77,4,40,40,314,T,RSG,2,4.5,2024,1,2023,4,11,30
2023-11-30,null,53063636,Estate and Gift Taxes,2458860629.50,137952760.40,2320907869.10,6953274282.67,171932289.77,6781341992.90,5595727136.98,171817809.32,5423909327.66,4,41,41,350,D,RSG,1,5,2024,1,2023,4,11,30
2023-11-30,null,53063637,Customs Duties,6700010481.80,403804287.41,6296206194.39,14009253216.18,810309533.10,13198943683.08,16447588530.65,1112866451.31,15334722079.34,4,42,42,405,D,RSG,1,6,2024,1,2023,4,11,30
2023-11-30,null,53063640,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,43,43,800,S,RSG,1,7,2024,1,2023,4,11,30
2023-11-30,53063640,53063643,Deposit of Earnings, Federal Reserve System,279138144.96,null,279138144.96,412692855.96,null,412692855.96,299142925.51,null,299142925.51,4,44,44,805,D,RSG,2,7.1,2024,1,2023,4,11,30
2023-11-30,53063640,53063646,Universal Service Fund,690604251.39,null,690604251.39,1353516702.63,null,1353516702.63,1244488032.17,null,1244488032.17,4,45,45,807,D,RSG,2,7.2,2024,1,2023,4,11,30
2023-11-30,53063640,53063649,All Other,814074203.38,2489335.85,811584867.53,2500771573.38,4973688.83,2495797884.55,4481543456.39,1122061.63,4480421394.76,4,46,46,810,D,RSG,2,7.3,2024,1,2023,4,11,30
2023-11-30,53063640,53063652,Total -- Miscellaneous Receipts,1783816599.73,2489335.85,1781327263.88,4266981131.97,4973688.83,4262007443.14,6025174414.07,1122061.63,6024052352.44,4,47,47,820,T,RSG,2,7.4,2024,1,2023,4,11,30
2023-11-30,null,53063655,Total -- Receipts,303593728392.30,28763692611.15,274830035781.15,727539287670.43,49275710969.48,678263576700.95,618695793682.44,48084904840.95,570610888841.49,4,48,48,830,T,SL,1,8,2024,1,2023,4,11,30
2023-11-30,53063655,53063660,Total -- On-Budget,215756728392.30,28763692611.15,186993035781.15,558116287670.43,49275710969.48,508840576700.95,461184793682.44,48084904840.95,413099888841.49,4,49,49,840,T,SL,2,8.1,2024,1,2023,4,11,30
2023-11-30,53063655,53063664,Total -- Off-Budget,87837000000.00,null,87837000000.00,169423000000.00,null,169423000000.00,157511000000.00,null,157511000000.00,4,50,50,850,T,SL,2,8.2,2024,1,2023,4,11,30
2023-10-31,null,52951782,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2024,1,2023,4,10,31
2023-10-31,52951782,52951783,Withheld,151280721841.41,null,null,151280721841.41,null,null,138885708229.01,null,null,4,2,2,102,D,SRS,2,1.1,2024,1,2023,4,10,31
2023-10-31,52951782,52951785,Presidential Election Campaign Fund,1293864.00,null,null,1293864.00,null,null,1650390.00,null,null,4,3,3,105,D,SRS,2,1.2,2024,1,2023,4,10,31
2023-10-31,52951782,52951786,Other,85104265596.84,null,null,85104265596.84,null,null,49831833318.94,null,null,4,4,4,110,D,SRS,2,1.3,2024,1,2023,4,10,31
2023-10-31,52951782,52951790,Total -- Individual Income Taxes,236386281302.25,16477791257.28,219908490044.97,236386281302.25,16477791257.28,219908490044.97,188719191937.95,13369949383.78,175349242554.17,4,5,5,120,T,RSG,2,1.4,2024,1,2023,4,10,31
2023-10-31,null,52951793,Corporation Income Taxes,51339059141.54,3131014916.30,48208044225.24,51339059141.54,3131014916.30,48208044225.24,18991806699.01,4361849580.04,14629957118.97,4,6,6,130,D,RSG,1,2,2024,1,2023,4,10,31
2023-10-31,null,52951797,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2024,1,2023,4,10,31
2023-10-31,52951797,52951800,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2024,1,2023,4,10,31
2023-10-31,52951800,52951804,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2024,1,2023,4,10,31
2023-10-31,52951804,52951809,Federal Insurance Contributions Act Taxes,69396000000.00,null,69396000000.00,69396000000.00,null,69396000000.00,64540000000.00,null,64540000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2024,1,2023,4,10,31
2023-10-31,52951804,52951812,Self-Employment Contributions Act Taxes,347000000.00,null,347000000.00,347000000.00,null,347000000.00,319000000.00,null,319000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2024,1,2023,4,10,31
2023-10-31,52951804,52951826,Total -- Federal Old-Age and Survivors Insurance Trust Fund,69743000000.00,null,69743000000.00,69743000000.00,null,69743000000.00,64859000000.00,null,64859000000.00,4,12,12,210,T,RSG,4,3.1.1.3,2024,1,2023,4,10,31
2023-10-31,52951800,52951830,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,13,13,211,S,RSG,3,3.1.2,2024,1,2023,4,10,31
2023-10-31,52951830,52951832,Federal Insurance Contributions Act Taxes,11784000000.00,null,11784000000.00,11784000000.00,null,11784000000.00,10960000000.00,null,10960000000.00,4,14,14,212,D,SRS,4,3.1.2.1,2024,1,2023,4,10,31
2023-10-31,52951830,52951834,Self-Employment Contributions Act Taxes,59000000.00,null,59000000.00,59000000.00,null,59000000.00,54000000.00,null,54000000.00,4,15,15,214,D,SRS,4,3.1.2.2,2024,1,2023,4,10,31
2023-10-31,52951830,52951844,Total -- Federal Disability Insurance Trust Fund,11843000000.00,null,11843000000.00,11843000000.00,null,11843000000.00,11014000000.00,null,11014000000.00,4,16,16,220,T,RSG,4,3.1.2.3,2024,1,2023,4,10,31
2023-10-31,52951800,52951846,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,17,17,221,S,RSG,3,3.1.3,2024,1,2023,4,10,31
2023-10-31,52951846,52951849,Federal Insurance Contributions Act Taxes,27876000000.00,null,27876000000.00,27876000000.00,null,27876000000.00,27236000000.00,null,27236000000.00,4,18,18,222,D,SRS,4,3.1.3.1,2024,1,2023,4,10,31
2023-10-31,52951846,52951851,Self-Employment Contributions Act Taxes,161000000.00,null,161000000.00,161000000.00,null,161000000.00,143000000.00,null,143000000.00,4,19,19,224,D,SRS,4,3.1.3.2,2024,1,2023,4,10,31
2023-10-31,52951846,52951881,Total -- Federal Hospital Insurance Trust Fund,28037000000.00,null,28037000000.00,28037000000.00,null,28037000000.00,27379000000.00,null,27379000000.00,4,20,20,229,T,RSG,4,3.1.3.3,2024,1,2023,4,10,31
2023-10-31,52951800,52951883,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,21,21,230,S,RSG,3,3.1.4,2024,1,2023,4,10,31
2023-10-31,52951883,52951885,Rail Pension and Supplemental Annuity,269776472.39,84903.12,269691569.27,269776472.39,84903.12,269691569.27,202036803.86,335290.83,201701513.03,4,22,22,235,D,RSG,4,3.1.4.1,2024,1,2023,4,10,31
2023-10-31,52951883,52951887,Social Security Equivalent Account,261882548.39,90418.75,261792129.64,261882548.39,90418.75,261792129.64,282270577.36,541309.41,281729267.95,4,23,23,240,D,RSG,4,3.1.4.2,2024,1,2023,4,10,31
2023-10-31,52951800,52951888,Total -- Employment and General Retirement,110154659020.78,175321.87,110154483698.91,110154659020.78,175321.87,110154483698.91,103736307381.22,876600.24,103735430780.98,4,24,24,241,T,RSG,3,3.1.5,2024,1,2023,4,10,31
2023-10-31,52951797,52951890,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,25,25,250,S,RSG,2,3.2,2024,1,2023,4,10,31
2023-10-31,52951890,52951892,Deposits by States,2716581327.00,null,2716581327.00,2716581327.00,null,2716581327.00,2891847495.35,null,2891847495.35,4,26,26,251,D,RSG,3,3.2.1,2024,1,2023,4,10,31
2023-10-31,52951890,52951894,Federal Unemployment Taxes,624641000.49,null,624641000.49,624641000.49,null,624641000.49,755962822.40,null,755962822.40,4,27,27,254,D,RSG,3,3.2.2,2024,1,2023,4,10,31
